Age,Number of sexual partners,First sexual intercourse,Num of pregnancies,Smokes,Smokes (years),Smokes (packs/year),Hormonal Contraceptives,Hormonal Contraceptives (years),IUD,IUD (years),STDs,STDs (number),STDs:condylomatosis,STDs:cervical condylomatosis,STDs:vaginal condylomatosis,STDs:vulvo-perineal condylomatosis,STDs:syphilis,STDs:pelvic inflammatory disease,STDs:genital herpes,STDs:molluscum contagiosum,STDs:AIDS,STDs:HIV,STDs:Hepatitis B,STDs:HPV,STDs: Number of diagnosis,STDs: Time since first diagnosis,STDs: Time since last diagnosis,Dx:CIN,Dx:HPV,Dx,Hinselmann,Schiller,Citology,Biopsy
0.0378607458524733,0.0008247337799064,0.0289242175266578,0.0042928564420111,0.006379808345485,-0.0010368631174769,-0.0020474089382379,0.015163328034112,0.0416211508479276,-0.0010070814385881,-0.043105460417997,0.0021635978047361,0.0014108762405874,0.0005466811785676,0.0,0.0,0.0005745897250931,0.0,0.0,0.0,0.0,0.0,7.88929564097352e-05,0.0,0.0,0.0022344096552082,-0.0003218555107816,-0.0008792350676077,0.0046758592182687,0.1612051716925758,0.2402800707421268,7.894735532308629e-05,-0.0006128429645228,-0.0030214187472044,-0.0001838457662689
0.0442965963849902,0.0203353363155302,0.0517602838163742,-0.0112555098390556,0.0060415845986673,-0.0001150754380881,0.0006322133162702,-0.0113645758118746,0.0126196524471397,0.0188235315473137,0.1604250544484908,0.0025224342350673,0.0028728326923049,0.00062706675972,0.0,0.0,0.0007298016161207,0.0,0.0,0.0,0.0,0.0,7.88929564097352e-05,0.0,0.0,0.0027013094714401,0.000288032148128,-0.0009832103359698,0.0018947804709062,-0.1154006541189974,0.3043513315187486,0.0005617714315478,0.0014901893771868,0.0017639648941005,0.0004022905263123
0.0238449891987335,-0.0292631147841624,0.0433049617887931,-0.0018177445213687,0.0061448029694167,-0.0122454011670453,-0.0148711603706993,-0.0106710994899067,0.0015968548160934,-0.0360286166456541,0.0361840297732867,0.0023330238052398,0.0023656805214573,0.00062706675972,0.0,0.0,0.0009235651787549,0.0,0.0,0.0,0.0,0.0,7.88929564097352e-05,0.0,0.0,0.0022101434625093,6.557611242339442e-05,-0.0010193223658914,1.6925336910008634e-05,-0.2024508529011665,-0.2637832772187628,0.0007641298538889,-0.0019941286509871,0.0018054847314901,-0.0020214837206984
-0.022137876533929,-0.0001345867562369,0.050291994219884,3.760340590232094e-05,0.0081489353736685,-0.0197751121072134,-0.0249669921133134,-0.0175273760279728,0.053577185394289,-0.0011660678308023,-0.0677592203264211,0.002686190910082,0.0023051133707513,0.0005466811785676,0.0,0.0,0.0007682606777011,2.6695526695526688e-05,0.0,0.0,0.0,0.0,7.88929564097352e-05,0.0,0.0,0.0025434476683729,-0.00086066815542,-0.0021869001003197,8.149247070108056e-05,-0.237291386426968,-0.1914066159038724,0.0002235638423677,-0.0143017880759672,-0.0025691892962878,-0.0031323519118842
0.0401563882600533,-0.0127379392231971,-0.0322425587326102,0.0009951825638906,-0.092640808567106,-0.0042329692686312,-0.0054418270193392,0.0085457789339653,-0.1155184802750976,-0.0013620640345836,-0.042814997776275,0.0014757952988426,0.0021496038214056,0.0009707652088344,0.0,0.0,0.0005350538796325,0.0,0.0,0.0,0.0,0.0,7.88929564097352e-05,0.0,-0.000802633711662,0.0023703943803347,-0.0003564033557386,-7.835793589225595e-05,4.216413476665224e-05,-0.1168869613861647,-0.1265163209836621,0.0012587931644314,-0.000174522239098,0.0005835559328024,-0.001255598597527
0.0089670889297783,-0.0086516176107259,0.048330179939674,-0.0411400850302033,0.0066270583063181,-0.0103952564169596,-0.0104984633328718,-0.0093188462868946,-0.0387160229475491,-0.010198085489066,-0.0634637151144687,0.0022723999144463,0.0019588719034286,0.0005466811785676,0.0,0.0,0.0007577276207552,2.6695526695526688e-05,0.0,0.0,0.0,0.0,7.88929564097352e-05,0.0,-0.0003397683397683,0.0024968276217528,-0.0004359411255125,-0.0021869001003197,8.149247070108056e-05,-0.1751134812140452,-0.2001343891981157,0.0003263328003011,-0.0023830973073075,-0.0027449934056719,-0.0006496608205641
0.0004992755685771,0.0119020058340626,-0.1557840318221044,-0.0125989721797519,0.0070024418567627,-0.0059360048733172,-0.0035949529189878,0.0085967574072773,-0.0651543051106998,-0.0076564107429544,0.0888777853668818,0.002080315352849,0.0023289886532016,0.0007167329507699,0.0,0.0,0.0007514323317369,0.0,0.0,0.0,0.0,0.0,7.88929564097352e-05,0.0,0.0,0.0024300527125352,0.0002558486535618,-0.0002115017932555,0.0002900632944305,-0.1249994090322882,-0.2331884051990752,-0.0006084558859153,-3.440154194275279e-05,0.000814798581085,-0.0007586149910644
0.0284289383913645,0.0007920088934269,0.0494950662617959,0.0056958147369829,0.0246491046330289,0.0523857889738712,0.0684616507677982,-0.0069274232160033,-0.0239771753827442,0.0062121935997826,0.1141039675565062,0.0020782154915913,0.0022371976261874,0.00062706675972,0.0,0.0,0.0008703218257581,2.6695526695526688e-05,0.0,0.0,0.0,0.0,7.88929564097352e-05,0.0,0.0,0.0026328376630379,2.410930804830899e-05,-0.0017278234597004,1.6925336910008634e-05,0.2753307725000882,-0.1551099133064793,0.0005300622811096,-0.0008491148062216,0.0003153785173145,-0.0003016340074946
-0.03423392498043,0.0007413571836673,0.0308826354463785,0.0029790294426654,0.0054290233417626,-4.547036684142412e-05,0.0001158931047049,0.0136196707774289,-0.0379189579173544,0.0044062257981243,0.0933003817893615,0.0020553563014237,0.0020015123282687,0.00062706675972,0.0,0.0,0.0004741864635897,0.0,0.0,0.0,0.0,0.0,7.88929564097352e-05,0.0,0.0,0.0014993400345395,0.0002895740732133,-0.0001753897633338,0.0018181680957176,0.1785876259772705,0.2064052144174755,0.0008173716823571,0.0091546057474717,0.0009141251026766,0.0122764116325163
-0.0853703412844352,0.0102862281345274,-0.0010857347439081,0.0045016204072193,0.0068754098523285,-0.0030541281919387,-0.006652461647648,-0.0274798520900222,-0.0368330263888381,-0.003446839687525,-0.0677442989295674,0.0015266371840588,0.0019307410589236,0.0004044869014229,0.0,0.0,0.0005785970023085,2.6695526695526688e-05,0.0,0.0,0.0,0.0,7.88929564097352e-05,0.0,-5.5446836268754085e-05,0.0021216734348188,0.0001993701884792,-0.0012606778768844,6.456713379107191e-05,-0.1451825018376217,-0.1499476731619958,0.0004070876411802,-0.0016007280890479,-0.0032155910648241,2.7219837146270563e-05
0.0213885152505379,0.0084261626279694,-0.0411125390313938,0.010490075608332,0.0076111869243878,-0.005947434454628,-0.0124169558933466,-0.0190282732674359,-0.0683578664207522,-0.0033219463203561,-0.056352701543604,0.0021647876552352,0.0019756265343989,0.0007167329507699,0.0,0.0,0.0005891300592544,2.6695526695526688e-05,0.0,0.0,0.0,0.0,0.0001233222113653,0.0,0.0,0.0022995886422572,-0.0001230336485262,-0.0014360859886469,8.149247070108056e-05,-0.1587637226168622,-0.1551898168117462,0.0003477245672015,-0.0051978945516927,-0.0014676001739181,-0.0014252448774129
