Age,Number of sexual partners,First sexual intercourse,Num of pregnancies,Smokes,Smokes (years),Smokes (packs/year),Hormonal Contraceptives,Hormonal Contraceptives (years),IUD,IUD (years),STDs,STDs (number),STDs:condylomatosis,STDs:cervical condylomatosis,STDs:vaginal condylomatosis,STDs:vulvo-perineal condylomatosis,STDs:syphilis,STDs:pelvic inflammatory disease,STDs:genital herpes,STDs:molluscum contagiosum,STDs:AIDS,STDs:HIV,STDs:Hepatitis B,STDs:HPV,STDs: Number of diagnosis,STDs: Time since first diagnosis,STDs: Time since last diagnosis,Dx:CIN,Dx:HPV,Dx,Hinselmann,Schiller,Citology,Biopsy
0.023213692313759172,-0.013801057212387106,0.012502919865563239,0.007394282257974015,0.009268136864244797,-0.002435779862148016,-0.001965866352309152,0.04068764647378032,0.013412067733157994,0.0025020812874764972,-0.020526887827604343,0.0012920919629591553,0.0028349685755923114,0.0009321783472293325,0.0,0.0,9.951519762171576e-05,0.00019806079048521826,0.0,0.0,0.0,0.0,0.00037730172547643145,0.0,0.0,0.0014980379213120052,-1.958797488649846e-06,0.0,0.000927463234102526,0.2664405290086791,0.14773673120006964,0.0002898821245537382,0.0018191730395312493,-0.0003958837422533207,0.00022714697519648334
0.037025564094531185,0.035678659311727576,0.06749878212254523,0.004970695326394465,0.0068738240743075945,0.00035252533408346447,0.00017986704860863606,-0.01468476405978715,0.021546518228908188,0.0005343283083206634,0.1565237774124435,0.003721344840676064,0.0019500828589615808,0.0012531690179271857,0.0,0.0,0.0009170820893053395,0.0,0.0,0.0,0.0,0.0,0.0002940642567372258,0.0,0.0,0.0013723170397250814,-0.00030692083466218114,0.000385303460766423,0.0,-0.10003438655186139,0.26619973634976085,0.0008103555131034057,0.0006983458936781724,0.00032663091764313434,0.00043957178398227085
-0.001635995678186669,-0.013501961865137416,0.006613278565214703,-0.005347282268428258,0.0011294263552151023,-0.005323680624771121,-0.011535114774806817,-0.03139703826023698,0.0011212623385094263,-0.07045950285292259,0.026480573210225757,-9.60390298225689e-05,0.0009699488460860037,0.000306504469425744,0.0,0.0,0.00020259648881247784,0.0,0.00010131149179844955,0.0,0.0,0.0,0.0,0.0,0.0,0.0005980600888425406,-0.00035983420112304195,-0.0005732666278060354,0.0,-0.22428449554504676,-0.1472633322335774,-9.868850820155026e-05,-0.0012233827106838096,-0.00010708694151495915,0.00021021156187396066
0.0017308788158694624,-0.005566439713181759,0.002351471151559699,0.0032998717639566013,0.007049283583964399,-0.006817026840161846,-0.006599720724686224,-0.03565615654359299,0.004947860437427284,0.0030227581648290913,-0.05261417440806439,0.00083081574500573,0.0005423075251196871,9.993039546477752e-05,0.0,0.0,9.993039546477738e-05,9.993039546473503e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010210110499821138,-0.0014844532254530932,0.0,-0.2593649926170869,-0.13711284368994636,-0.00010006960453522256,-0.001320330561836762,-0.0012286170631676924,-0.0006627294563051834
0.01299090103364513,-0.006325873554398974,-0.0212130973005161,0.0027507696585500016,-0.06251315227703264,0.010059318550025016,0.00021013190751419886,0.02206021735344355,-0.05814863000559031,0.0034257098595244484,-0.0373148650725765,0.000595955068759538,0.000405011505077826,0.00010115622928314655,0.0,0.0,0.0005919431875483753,0.0,0.0,0.0,0.0,0.0,0.00020228910039914953,0.0,0.0,0.0,-8.557955530216638e-05,-0.0009875198071781033,0.0,-0.20265686168590877,-0.11906172694660934,0.0001011562292841006,0.0004338006265685847,9.0698164774395e-06,-0.0011036519397589284
-0.0013142918899075237,-0.005847433560219663,0.008330950900237513,-0.016171701964400678,0.0009816646837981727,-0.007895126441256005,-0.0038535049199704204,-0.042892927564833774,0.0036625412884114393,-0.0027320412473561123,-0.059079524590178754,0.0008545491626382536,0.0005466320068214367,0.0,0.0,0.0,0.00028991422283894326,9.796641153018535e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019186564611601884,-0.0007149677796629704,-0.0015630686648309847,0.0007915635116943076,-0.24004428727653654,-0.1386604246931433,0.0,-0.00046947669526387363,-0.00015063736800620883,0.0001682420333747313
0.00015057431422541847,-0.0012205023580932224,-0.07147610550415037,-0.011912008464770921,0.003911239214977757,-0.0019622864500886497,-0.0033962773454699457,0.023599823699720714,-0.061886016747260575,-0.04481370732518706,0.023859554722555344,0.00048589197709026044,0.00038588243944951605,0.00038715772874327694,0.0,0.0,0.0,9.934969938054347e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038843301802924356,-0.0018443725586713906,-0.00020128746385253017,0.0009746687060019578,-0.1900151063200029,-0.1500108523378923,0.0,-0.001653928046897346,0.0008800533489874241,-0.00020370466130153916
0.027226125666373308,0.0017804741158739615,0.021254961800954174,0.005288450148530219,0.009541447767492248,0.02500834650590466,0.03011384578295797,-0.007801355169267176,0.017029048519813236,0.004336798059284004,0.07466840699342478,0.0018393534054695375,0.004607570610182838,0.00019545655690479173,0.0,0.0,0.00019545655690905158,9.886413922619797e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002017669327904718,0.0002471660379054523,-0.00040175081730123475,0.0016467189649282262,0.3105008461548718,-0.0586207393030715,0.00038662108711162767,0.0006894078055673961,0.0019407745708651457,0.0007365083566801141
-0.027962844425543754,0.0013609782082297894,0.016769419479340134,0.005288317189643405,0.004594389824767028,0.0020834491838207366,0.0009875109564464275,0.029989192259221763,-0.011738105706453193,0.008054230041350197,0.07310115611877027,0.0031798612289377264,0.00279085064444277,0.0007593151123869891,0.0,0.0,0.0009890431614666816,0.0002789987534407847,0.0,0.0,0.0,0.0,0.0002789987534407849,0.0,0.0,0.0005732255426711354,-0.00022674730727351524,0.0,0.000569243298281095,0.23574341057938755,0.15967386947942946,0.0,-0.008458347854682058,0.0012748996687813553,-0.005427839895928687
-0.041394975449748045,0.0011666256204227593,-0.014017226888677166,-0.0028007847375323023,0.0025211049312470505,-0.004153782019929892,-0.005440528332355952,-0.025824958147503702,-0.008353026358044274,0.0028753711527516844,-0.057723601792085764,0.00022521710426466035,0.00010298363629763412,0.00010298363629763417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.701636370236592e-05,-0.0007085345098814052,0.0,-0.20452004394285897,-0.13672823394503333,0.0005274970904013737,-0.00015064524831271087,-0.0017720103820921124,0.0006900555217434158
